Full Name,Born,Bats,Bowls,Code
Colin E H Croft,1953-03-15,Right Handed,Right Arm Fast,390
Derek R Parry,1954-12-22,Right Handed,Right Arm Off Break,1335
Davenell F Whatmore,1954-03-16,Right Handed,,1891
Sheik F A F Bacchus,1954-01-31,Right Handed,Right Arm Medium,110
David A Murray,1950-09-29,Right Handed,,1239
Malcolm D Marshall,1958-04-18,Right Handed,Right Arm Fast,1090
Peter Jeffrey Leroy Dujon,1956-05-28,Right Handed,,477
Hilary A Gomes,1953-07-13,Left Handed,Right Arm Medium,625
Sylvester T Clarke,1954-11-12,Right Handed,Right Arm Fast,334
Richard S Gabriel,1952-04-06,Right Handed,Right Arm Off Break,2691
Eldine A E Baptiste,1960-12-03,Right Handed,Right Arm Medium Fast,129
Wayne W Daniel,1956-01-16,Right Handed,Right Arm Fast,409
Richard B Richardson,1962-12-01,Right Handed,Right Arm Medium,1476
Augustine L Logie,1960-09-28,Right Handed,Right Arm Off Break,1030
Winston W Davis,1958-09-18,Right Handed,Right Arm Fast,419
Robert G Holland,1946-10-19,Right Handed,Right Arm Leg Break,784
Roger A Harper,1963-03-17,Right Handed,Right Arm Off Break,707
Anthony H Gray,1963-05-23,Right Handed,Right Arm Fast,643
Courtney A Walsh,1962-10-30,Right Handed,Right Arm Fast,1843
Thelston R O Payne,1957-02-13,Left Handed,,1351
Winston K M Benjamin,1964-12-31,Right Handed,Right Arm Fast,169
Carl L Hooper,1966-12-15,Right Handed,Right Arm Off Break,791
Curtly E L Ambrose,1963-09-21,Left Handed,Right Arm Fast,65
Ian R Bishop,1967-10-24,Right Handed,Right Arm Fast,185
Philo A Wallace,1970-02-08,Right Handed,Right Arm Medium,2123
Brian C Lara,1969-02-05,Left Handed,Left Arm Wrist Spin (Chinaman),979
Carlisle A Best,1959-05-14,Right Handed,Right Arm Off Break,173
Anderson Cleophas Cummins,1966-07-05,Right Handed,Right Arm Fast Medium,396
David Williams,1963-04-11,Right Handed,,1914
Balfour P Patterson,1961-09-15,Right Handed,Right Arm Fast,1350
Keith L T Arthurton,1965-02-21,Left Handed,Left Arm Orthodox,95
Kenneth C G Benjamin,1967-08-04,Right Handed,Right Arm Fast Medium,168
Philip V Simmons,1963-04-18,Right Handed,Right Arm Medium,1595
Junior Randalph Murray,1968-01-20,Right Handed,,1242
Stuart C Williams,1969-12-08,Right Handed,,1980
Sherwin L Campbell,1970-01-11,Right Handed,Right Arm Off Break,2015
Shivnarine Chanderpaul,1974-08-16,Left Handed,Right Arm Leg Break,1979
James C Adams,1968-09-01,Left Handed,Left Arm Orthodox,9
Ottis D Gibson,1969-03-16,Right Handed,Right Arm Fast,2025
Courtney O Browne,1970-07-12,Right Handed,,2020
Robert G Samuels,1971-03-13,Left Handed,,2050
Nixon A M McLean,1973-07-28,Right Handed,Right Arm Fast,2127
Adrian F G Griffith,1971-11-19,Left Handed,Right Arm Medium,2088
Roland I C Holder,1967-12-22,Right Handed,Right Arm Medium,2093
Anthony M Stuart,1970-02-01,Right Handed,Right Arm Fast Medium,2898
Wavell W Hinds,1976-07-09,Left Handed,Right Arm Medium,2216
Ricardo L Powell,1978-12-16,Right Handed,,2203
Ridley D Jacobs,1967-11-26,Left Handed,,2154
Laurie R Williams,1968-12-12,Right Handed,Right Arm Medium,2940
Mahendra V Nagamootoo,1975-09-10,Left Handed,Right Arm Leg Break,2229
Marlon I Black,1975-07-06,Right Handed,Right Arm Fast Medium,2250
Darren Ganga,1979-01-14,Right Handed,,2162
Sylvester C Joseph,1978-05-09,Right Handed,Right Arm Off Break,2739
Cameron E Cuffy,1970-08-02,Right Handed,Right Arm Fast,2007
Ramnaresh R Sarwan,1980-06-23,Right Handed,Right Arm Leg Break,2220
Dwayne J J Bravo,1983-07-10,Right Handed,Right Arm Medium,3166
Merwyn V Dillon,1974-05-06,Right Handed,Right Arm Fast Medium,2097
Ian D R Bradshaw,1974-09-07,Left Handed,Left Arm Fast Medium,3174
Pedro T Collins,1976-12-08,Right Handed,Left Arm Fast Medium,2172
Runako S Morton,1978-07-22,Right Handed,Right Arm Off Break,3012
Travis M Dowlin,1977-02-24,Right Handed,Right Arm Off Break,3710
Lendl M P Simmons,1985-01-25,Right Handed,Right Arm Medium Fast,3447
Narsingh Deonarine,1983-08-08,Left Handed,Right Arm Off Break,3276
Denesh Ramdin,1985-10-13,Right Handed,,3285
Dwayne R Smith,1983-12-04,Right Handed,Right Arm Medium,3157
Ravindranath Rampaul,1984-10-15,Left Handed,Right Arm Fast Medium,3149
Kieran Omar Akeem Powell,1990-06-03,Left Handed,Right Arm Medium,3720
Darren M Bravo,1989-06-02,Left Handed,Right Arm Medium Fast,3703
Devon C Thomas,1989-12-11,Right Handed,Right Arm Medium,3718
Darren J G Sammy,1983-12-20,Right Handed,Right Arm Medium Fast,3228
Sunil Philip Narine,1988-05-26,Left Handed,Right Arm Off Break,3922
Johnson Charles,1989-01-14,Right Handed,,3903
Andre Dwayne Russell,1988-04-29,Right Handed,Right Arm Fast,3836
Tino L Best,1981-08-26,Right Handed,Right Arm Fast Medium,3114
Alvin E Greenidge,1956-08-20,Right Handed,,647
Irvine T Shillingford,1944-04-18,Right Handed,,1580
Sew Shivnarine,1952-05-13,Right Handed,Left Arm Orthodox,1582
Norbert Phillip,1948-12-06,Right Handed,Right Arm Fast Medium,1365
Milton A Small,1964-12-02,Right Handed,Right Arm Fast Medium,1621
Vasbert C Drakes,1969-05-08,Right Handed,Right Arm Fast,2672
Henderson R Bryan,1970-03-21,Right Handed,Right Arm Fast Medium,2646
Nehemiah O Perry,1968-06-16,Right Handed,Right Arm Off Break,2178
Reon D King,1975-06-10,Right Handed,Right Arm Fast Medium,2165
Devon S Smith,1981-10-21,Left Handed,Right Arm Off Break,3105
Omari Ahmed Clemente Banks,1982-07-17,Right Handed,Right Arm Off Break,3115
Carlton S Baugh,1982-06-23,Right Handed,Right Arm Leg Break,3113
Corey D Collymore,1977-12-21,Right Handed,Right Arm Fast Medium,2180
Ryan O Hurley,1975-09-13,Right Handed,Right Arm Off Break,3120
David E Bernard,1981-07-19,Right Handed,,3112
Xavier Melbourne Marshall,1986-03-27,Right Handed,Right Arm Off Break,3269
Andre D S Fletcher,1987-11-28,Right Handed,Right Arm Medium Fast,3562
Daren B Powell,1978-04-15,Right Handed,Right Arm Fast Medium,3022
Fidel H Edwards,1982-06-02,Right Handed,Right Arm Fast,3125
Sulieman J Benn,1981-07-22,Left Handed,Left Arm Orthodox,3543
Adrian B Barath,1990-04-14,Right Handed,Right Arm Off Break,3739
Jerome E Taylor,1984-06-22,Right Handed,Right Arm Fast,3122
Shannon Terry Gabriel,1988-04-28,Right Handed,Right Arm Fast Medium,3952
Rohan Bholalall Kanhai,1935-12-26,Right Handed,Right Arm Medium,909
Mark J Cosgrove,1984-06-14,Left Handed,Right Arm Medium,3357
Andrew Flower,1968-04-28,Left Handed,Right Arm Off Break,549
Grant W Flower,1970-12-20,Right Handed,Left Arm Orthodox,550
Alistair D R Campbell,1972-09-23,Left Handed,Right Arm Off Break,289
David L Houghton,1957-06-23,Right Handed,Right Arm Off Break,801
Mark H Dekker,1969-05-12,Right Handed,Left Arm Medium,1983
Wayne Robert James,1965-08-27,Right Handed,,1993
Gary C Martin,1966-05-30,Right Handed,Right Arm Medium,2767
Paul A Strang,1970-07-28,Right Handed,Right Arm Leg Break,2005
Eddo A Brandes,1963-05-03,Right Handed,Right Arm Fast Medium,227
Heath H Streak,1974-03-16,Right Handed,Right Arm Fast Medium,1986
David H Brain,1964-04-10,Right Handed,Left Arm Fast Medium,226
Guy J Whittall,1972-05-09,Right Handed,Right Arm Fast Medium,1987
Stuart V Carlisle,1972-10-05,Right Handed,Right Arm Medium,2016
Gavin J Rennie,1976-12-01,Left Handed,Left Arm Orthodox,2111
Dirk P Viljoen,1977-11-03,Left Handed,Left Arm Orthodox,2135
Mluleki L Nkala,1981-01-04,Right Handed,Right Arm Fast Medium,2222
Travis J Friend,1981-07-01,Right Handed,Right Arm Fast,2690
Brian A Murphy,1976-01-12,Right Handed,Right Arm Leg Break,2218
Angus J Mackay,1967-06-13,Right Handed,Right Arm Fast Medium,2756
Bryan Colin Strang,1972-09-06,Right Handed,Left Arm Fast Medium,2017
Neil C Johnson,1970-01-24,Left Handed,Right Arm Fast Medium,2157
Trevor N Madondo,1976-11-22,Right Handed,Right Arm Medium,2134
Murray W Goodwin,1972-11-12,Right Handed,Right Arm Leg Break,2125
Arnoldus M Blignaut,1978-01-08,Left Handed,Right Arm Fast Medium,2637
John A Rennie,1970-07-20,Right Handed,Right Arm Medium,1985
Andrew Richard Whittall,1973-03-28,Right Handed,Right Arm Off Break,2066
David T Mutendera,1979-01-25,Right Handed,Right Arm Fast Medium,2230
Gary B Brent,1976-01-13,Right Handed,Right Arm Medium,2194
Craig B Wishart,1974-09-01,Right Handed,Right Arm Medium,2035
Dion D Ebrahim,1980-07-08,Right Handed,Right Arm Medium,2961
Tatenda Taibu,1983-05-14,Right Handed,Right Arm Off Break,2975
Douglas A Marillier,1978-04-24,Right Handed,Right Arm Medium,2257
Douglas T Hondo,1979-07-07,Right Handed,Right Arm Fast Medium,2984
Stuart Matsikenyeri,1983-03-05,Right Handed,Right Arm Off Break,3059
Vusimuzi Sibanda,1983-10-10,Right Handed,Right Arm Medium,3141
Mark A Vermeulen,1979-02-03,Right Handed,Right Arm Off Break,2926
Alester Maregwede,1981-05-08,Right Handed,,3154
Tawanda Mupariwa,1985-04-16,Right Handed,Right Arm Fast Medium,3173
Waddington Mwayenga,1984-06-20,Right Handed,Right Arm Medium,3061
Edward C Rainsford,1984-12-14,Right Handed,Right Arm Fast Medium,3176
Ali H Omarshah,1959-07-08,Left Handed,Right Arm Medium,1558
Grant A Paterson,1960-09-06,Right Handed,,2819
Jack G Heron,1948-08-11,Right Handed,,2720
Andrew J Pycroft,1956-06-06,Right Handed,Right Arm Off Break,1407
Duncan A G Fletcher,1948-09-27,Left Handed,Right Arm Fast Medium,2686
Kevin M Curran,1959-07-09,Right Handed,Right Arm Fast Medium,2659
Iain P Butchart,1960-09-05,Right Handed,Right Arm Medium Fast,2018
Peter W E Rawson,1957-05-25,Right Handed,Right Arm Fast Medium,2841
Athanasios J Traicos,1947-05-17,Right Handed,Right Arm Off Break,1762
Vincent R Hogg,1952-03-07,Right Handed,Right Arm Fast Medium,2722
Andrew C Waller,1959-09-25,Right Handed,Right Arm Medium,2084
Craig Neil Evans,1969-11-29,Right Handed,Right Arm Medium,2065
Stephen G Peall,1970-02-09,Left Handed,Right Arm Off Break,1984
Alan C I Lock,1962-10-09,Right Handed,Right Arm Medium,2036
Nafis Iqbal,1985-10-31,Right Handed,Right Arm Medium,3144
Mushfiqur Rahman,1977-10-01,Right Handed,Right Arm Fast Medium,2793
Jamaluddin Ahmed,1977-05-01,Right Handed,Right Arm Off Break,3142
Moniruzzaman,1976-10-25,Right Handed,,3145
Naeem Islam,1986-12-31,Right Handed,Right Arm Off Break,3616
Ben Matthew Duckett,1994-10-17,Left Handed,Right Arm Off Break,4596
Nasir Hossain,1991-11-30,Right Handed,Right Arm Off Break,3878
Faisal Hossain,1978-10-26,Left Handed,Right Arm Medium Fast,3175
Jahurul Islam,1986-12-12,Right Handed,Right Arm Off Break,3777
Arafat Sunny,1986-09-29,Left Handed,Left Arm Orthodox,4267
Harun-Ur-Rashid,1968-11-30,Right Handed,Right Arm Leg Break,2714
Athar Ali Khan,1962-10-02,Right Handed,Right Arm Medium,2621
Golam Faruq,1962-07-24,Right Handed,Right Arm Medium,2695
Jahangir Shah,1949-07-19,Right Handed,Right Arm Fast Medium,2731
Shahriar Hossain,1976-01-06,Right Handed,,2233
Shafiuddin Ahmed,1973-01-06,Right Handed,Right Arm Fast Medium,2867
Shariful Haque,1976-01-15,Right Handed,Right Arm Off Break,2872
Aavishkar M Salvi,1981-10-20,Right Handed,Right Arm Medium,3106
Tareq Aziz,1983-04-09,Right Handed,Right Arm Medium Fast,3010
Sridharan Sriram,1976-02-21,Left Handed,Left Arm Orthodox,2893
Joginder Sharma,1983-10-23,Right Handed,Right Arm Fast Medium,3244
Krishnakumar Dinesh Karthik,1985-01-06,Right Handed,,3210
Ramesh R Powar,1978-05-20,Right Handed,Right Arm Off Break,3164
Farhad Reza,1986-06-16,Right Handed,Right Arm Fast Medium,3414
Dolar Mahmud,1988-12-30,Right Handed,Right Arm Fast Medium,3549
Yusuf K Pathan,1982-11-17,Right Handed,Right Arm Off Break,3550
Ashok B Dinda,1984-03-25,Right Handed,Right Arm Medium Fast,3740
Shamsur Rahman,1988-05-06,Right Handed,,4018
Ziaur Rahman,1986-02-12,Right Handed,Right Arm Fast Medium,3966
Sohag Gazi,1991-05-08,Right Handed,Right Arm Off Break,3975
Stuart T R Binny,1984-03-06,Right Handed,Right Arm Medium,4089
Dhawal S Kulkarni,1988-10-12,Right Handed,Right Arm Medium,4066
Nurul Abedin,1964-07-09,Right Handed,Right Arm Medium,2804
Morshed Ali Khan,1972-05-14,Left Handed,Left Arm Medium,2788
Anisur Rehman,1971-01-03,Left Handed,Left Arm Medium Fast,2614
Sajjad Ahmed,1974-05-20,,,2852
Saiful Islam,1969-04-14,Right Handed,Right Arm Medium,2850
Mafizur Rahman,1978-10-11,Right Handed,Right Arm Fast Medium,2758
Salahuddin Ahmed,1969-10-02,Right Handed,Right Arm Off Break,2877
Zakir Hasan,1972-01-12,Right Handed,Right Arm Fast Medium,2953
Mohammed Nazimuddin,1985-01-10,Right Handed,Right Arm Medium,3538
Mohit Mahipal Sharma,1988-09-18,Right Handed,Right Arm Medium,4028
Reinhardt Strydom,1977-06-16,Left Handed,Left Arm Medium Fast,3539
Andre C Botha,1975-12-09,Left Handed,Right Arm Medium,3382
Greg J Thompson,1987-09-17,Right Handed,Right Arm Leg Break,3540
Joshua Brian Little,1999-01-11,Right Handed,Left Arm Fast,4584
Aminul Islam Jnr,1975-01-04,Right Handed,Right Arm Fast Medium,2611
Sandeep K Gupta,1967-07-04,Right Handed,,2704
Mohammad Sheikh,1980-08-29,Left Handed,Left Arm Orthodox,2876
Kalpesh A  Patel,1985-07-18,Right Handed,Right Arm Medium,3353
Alfred S Luseno,1981-12-20,Right Handed,Right Arm Medium,3103
Dipak N Chudasama,1963-05-20,Right Handed,,2655
Aldesh V Vadher,1974-07-09,Right Handed,,2919
Rajab W Ali,1965-11-19,Right Handed,Right Arm Medium Fast,2608
Malhar L Patel,1983-11-27,Right Handed,,3229
Josephat Ababu,1980-04-15,Right Handed,Right Arm Fast Medium,2603
Daniel R Flynn,1985-04-16,Left Handed,Left Arm Orthodox,3533
Bradley-John Watling,1985-09-07,Right Handed,,3737
Andrew J McKay,1980-04-17,Right Handed,Left Arm Fast Medium,3758
Anton P Devcich,1985-09-28,Left Handed,Left Arm Orthodox,4248
Mitchell J McClenaghan,1986-11-06,Left Handed,Left Arm Medium Fast,3984
Nurul Hasan,1993-11-21,Right Handed,,4514
Tanbir Hayder,1991-05-12,Right Handed,Right Arm Leg Break,4620
Colin de Grandhomme,1986-07-22,Right Handed,Right Arm Fast Medium,3936
Jonathan P Millmow,1967-09-22,Right Handed,Right Arm Fast Medium,2782
Manzoor Elahi,1963-04-15,Right Handed,Right Arm Fast Medium,503
Mohammad Iqbal Qasim,1953-06-08,Left Handed,Left Arm Orthodox,1410
Mohammad Zakir Hossain,1977-02-01,Right Handed,Right Arm Medium Fast,4984
Mohammad Akram,1974-10-09,Right Handed,Right Arm Fast,2033
Naved Latif,1976-02-21,Right Handed,Right Arm Medium,2994
Mohammed Sharif,1985-12-12,Right Handed,Right Arm Medium,2960
Imran Farhat,1982-05-20,Left Handed,Right Arm Leg Break,2260
Hammad Azam,1991-03-16,Right Handed,Right Arm Medium,3860
Abul Hasan,1992-05-08,Left Handed,Right Arm Medium Fast,3965
Hafiz Saad Nasim,1990-04-29,Right Handed,Right Arm Leg Break,4332
Sami Aslam,1995-12-12,Left Handed,Right Arm Medium,4413
Yasir Hameed,1978-02-28,Right Handed,Right Arm Off Break,3117
Junaid Zia,1983-11-12,Right Handed,Right Arm Medium Fast,3135
Shabbir Ahmed,1976-04-21,Right Handed,Right Arm Fast Medium,2866
Bazid Khan,1981-03-25,Right Handed,Right Arm Off Break,3230
Naumanullah,1975-05-20,Right Handed,Right Arm Off Break,3546
Raqibul Hasan,1953-01-01,,,2838
Shaheedur Rahman,1963-01-01,,,2869
Rafiqul Alam,1957-04-10,,,2834
Hafizur Rahman,1959-09-21,,,2709
Samiur Rahman,1953-03-12,,,2859
Kabir Khan,1974-12-04,Right Handed,Left Arm Medium,2001
Neeyamur Rashid,1975-01-01,Right Handed,Right Arm Medium Fast,2802
Danish Kaneria,1980-12-16,Right Handed,Right Arm Leg Break,2252
Shahzaib Hasan,1989-12-25,Right Handed,Right Arm Off Break,3702
Umar Amin,1989-10-16,Left Handed,Right Arm Medium,3793
Fakhar Zaman,1990-10-04,Left Handed,Left Arm Orthodox,4654
Shadab Khan,1998-04-10,Right Handed,Right Arm Leg Break,4653
Shaheen Shah Afridi,2000-06-04,Left Handed,Left Arm Medium,4798
Navdeep S Poonia,1986-11-05,Right Handed,Right Arm Medium Fast,3419
Ryan R Watson,1976-12-11,Right Handed,Right Arm Medium,3399
Douglas R Brown,1969-10-29,Right Handed,Right Arm Fast Medium,2643
Neil F I McCallum,1977-11-22,Right Handed,,3401
Colin J O Smith,1972-09-27,Right Handed,,3400
Craig M Wright,1974-04-28,Right Handed,Right Arm Medium,3421
Glenn A Rogers,1977-12-04,Right Handed,Left Arm Orthodox,3449
Ross T Lyons,1984-08-12,Left Handed,Left Arm Orthodox,3404
Paul J C  Hoffmann,1970-01-14,Right Handed,Right Arm Medium Fast,3403
Jacobus A Rudolph,1981-04-05,Left Handed,Right Arm Leg Break,3109
Alan C Dawson,1969-11-27,Right Handed,Right Arm Medium Fast,2663
Charl M Willoughby,1974-03-12,Left Handed,Left Arm Fast Medium,2942
Paul R Adams,1977-01-20,Right Handed,Left Arm Orthodox,2044
Morne N van Wyk,1979-03-20,Right Handed,Left Arm Orthodox,3129
Jubair Hossain,1995-12-09,Right Handed,Right Arm Leg Break,4334
Dale M Benkenstein,1974-09-06,Right Handed,Right Arm Off Break,2631
Justin L Ontong,1980-04-01,Right Handed,Right Arm Leg Break,2969
Errol L R Stewart,1969-07-30,Right Handed,Right Arm Medium,2896
Talha Jubair,1985-10-12,Right Handed,Right Arm Medium,3023
Rafiqul Islam,1977-07-11,Right Handed,,3051
Anwar Hossain Monir,1981-12-31,Right Handed,Right Arm Fast Medium,3052
Ehsanul Haque,1979-01-12,Right Handed,Right Arm Off Break,3024
Johann Louw,1979-12-04,Right Handed,Right Arm Medium Fast,3624
Dane Paterson,1989-04-04,Right Handed,Right Arm Fast Medium,4641
Pieter Willem Adriaan Mulder,1998-02-19,Right Handed,Right Arm Medium,4707
Kandage H R K Fernando,1979-10-14,Right Handed,Right Arm Medium Fast,3033
Kaushal S Lokuarachchi,1982-05-20,Right Handed,Right Arm Leg Break,3104
Kariyawasam Tirana Gamage Dhammika Prasad,1983-05-30,Right Handed,Right Arm Fast Medium,3341
Magina Thilan Thushara Mirando Thushara,1981-01-03,Left Handed,Left Arm Fast Medium,3126
Subasinghe Mudiyanselage Ashan Priyanjan,1989-08-14,Right Handed,Right Arm Off Break,4254
Kasun Disi Kithuruwan Vithanage,1991-02-26,Left Handed,Right Arm Leg Break,4012
Al-Amin Hossain,1990-01-01,Right Handed,Right Arm Medium Fast,4247
Dickwella Patabendige Dilantha Niroshan Dickwella,1993-06-23,Left Handed,,4316
Downdegedara Asela Sampath Gunaratne,1986-08-01,Right Handed,Right Arm Medium Fast,4532
Mahamarakkala Kurukulasooriya Patabendige Akila Dananjaya,1993-04-10,Left Handed,Right Arm Off Break,3973
Devapurage Shehan Madushanka Kumara,1995-10-04,Right Handed,Right Arm Fast Medium,4728
Pathira Vasan Dushmantha Chameera,1992-11-01,Right Handed,Right Arm Fast,4380
Sanjeewa K L de Silva,1975-07-29,Right Handed,Right Arm Off Break,2120
Dulip K Liyanage,1972-06-06,Left Handed,Right Arm Fast Medium,1022
Karunakalage S C de Silva,1971-11-01,Left Handed,Left Arm Fast Medium,2096
Loku Hettige D Dilhara,1980-03-07,Right Handed,Right Arm Fast Medium,3289
Thilan Thusara Samaraweera,1976-09-22,Right Handed,Right Arm Off Break,2858
Uda Walawwe Mahim Bandaralage Chanaka Asanga Welegedara,1981-03-20,Right Handed,Left Arm Fast Medium,3516
Frank Dimuth Madushanka Karunaratne,1988-04-21,Left Handed,Right Arm Medium,3871
Aththachchi Nuwan Pradeep Roshan Fernando,1986-10-19,Right Handed,Right Arm Fast Medium,3914
Chandradasa Brahammana Ralalage Lahiru Sudesh Kumara,1997-02-13,Left Handed,Right Arm Medium Fast,4599
Gampalage Shehan Naveendra De Fonseka Gunawarna Jayasuriya,1991-12-09,Left Handed,Right Arm Off Break,4475
Pinnaduwage Wanindu Hasaranga De Silva,1997-07-29,Right Handed,Right Arm Leg Break,4696
Chandrasekara Arachchilage Kasun Rajitha,1993-01-06,Right Handed,Right Arm Medium Fast,4531
Charith P Senanayake,1962-12-15,Right Handed,Right Arm Off Break,1553
Chamara I Dunusinghe,1970-10-19,Right Handed,,2022
Janak C Gamage,1964-04-17,Right Handed,Right Arm Fast Medium,2692
Jermaine J C Lawson,1982-01-13,Right Handed,Right Arm Medium,3003
Danza P Hyatt,1983-03-17,Right Handed,Right Arm Medium,3858
Devendra Bishoo,1985-06-11,Left Handed,Right Arm Leg Break,3852
Anthony Martin,1982-11-18,Right Handed,Right Arm Leg Break,3861
Veerasammy Permaul,1989-11-08,Right Handed,Left Arm Orthodox,3976
Chandrapaul Hemraj,1993-03-09,Left Handed,Left Arm Orthodox,4821
Dale M Richards,1976-07-16,Right Handed,Right Arm Medium,3712
Floyd L Reifer,1972-07-23,Left Handed,Right Arm Medium,2100
Rawl N Lewis,1974-05-09,Right Handed,Right Arm Leg Break,2122
Gavin C Tonge,1983-01-13,Right Handed,Right Arm Fast Medium,3717
Kirk A Edwards,1984-03-11,Right Handed,Right Arm Off Break,3853
Jason Nazimuddin Mohammed,1986-09-23,Right Handed,Right Arm Off Break,3925
Sunil Walford Ambris,1993-03-23,Right Handed,,4702
Jonathan Lyndon Carter,1987-11-16,Left Handed,Right Arm Medium,4373
Shane O Dowrich,1991-10-30,Right Handed,,4427
Raymon Anton Reifer,1991-11-05,Left Handed,Left Arm Medium Fast,4716
Adam G Huckle,1971-09-21,Right Handed,Right Arm Leg Break,2109
Mpumelelo Mbangwa,1976-06-26,Right Handed,Right Arm Fast Medium,2074
Mahbubur Rahman,1969-01-02,Right Handed,,2759
Fahim Muntasir,1980-01-11,Right Handed,Right Arm Off Break,2997
Sean M Ervine,1982-06-12,Left Handed,Right Arm Medium,2990
Barney G Rogers,1982-08-20,Left Handed,Right Arm Off Break,3058
Prosper Utseya,1985-03-26,Right Handed,Right Arm Off Break,3170
Enamul Haque,1986-05-12,Right Handed,Left Arm Orthodox,3139
Ryan S Higgins,1988-03-24,Right Handed,Right Arm Leg Break,3347
Anthony J Ireland,1984-08-30,Right Handed,Right Arm Medium,3318
Keith M Dabengwa,1980-08-17,Left Handed,Left Arm Orthodox,3294
Ngonidzashe B Mahwire,1982-07-31,Right Handed,Right Arm Medium,3055
Tinotenda M K Mawoyo,1986-08-01,Right Handed,Right Arm Medium Fast,3448
Raymond William Price,1976-12-06,Right Handed,Left Arm Orthodox,2201
Charles K Coventry,1983-08-03,Right Handed,Right Arm Leg Break,3128
Forster Mutizwa,1985-08-24,Right Handed,Right Arm Off Break,3639
Regis W Chakabva,1987-09-20,Right Handed,Right Arm Off Break,3622
Keegan O Meth,1988-08-02,Right Handed,Right Arm Medium Fast,3342
John Nyumbu,1985-05-31,Right Handed,Right Arm Off Break,4318
Sunzamul Islam,1990-01-17,Left Handed,Left Arm Orthodox,4688
Fazle Mahmud,1987-12-30,Left Handed,Left Arm Orthodox,4823
Brandon Anesu Mavuta,1997-04-03,Right Handed,Right Arm Leg Break,4800
Donald T Tiripano,1988-03-17,Right Handed,Right Arm Fast Medium,4314
Terrence Duffin,1982-03-20,Left Handed,Right Arm Medium,3324
Tafadzwa V Mufambisi,1986-12-17,Right Handed,Right Arm Off Break,3415
Friday Kasteni,1988-03-25,Left Handed,,3462
Shuvagata Hom,1986-11-11,Right Handed,Right Arm Off Break,3879
Robiul Islam,1986-10-20,Right Handed,Right Arm Fast Medium,3785
Everton Matambanadzo,1976-04-13,Right Handed,Right Arm Medium Fast,2073
Sudhir S Naik,1945-02-21,Right Handed,,1246
Ajit L Wadekar,1941-01-04,Left Handed,Left Arm Medium,1832
Farokh M Engineer,1938-02-25,Right Handed,Right Arm Leg Break,515
Brijesh P Patel,1952-11-24,Right Handed,,1343
Eknath D Solkar,1948-03-18,Left Handed,Left Arm Medium,1655
Syed Abid Ali,1941-09-09,Right Handed,Right Arm Medium,6
Srinivasaraghavan Venkataraghavan,1945-04-21,Right Handed,Right Arm Off Break,1814
Bishen S Bedi,1946-09-25,Right Handed,Left Arm Orthodox,161
Gopalkrishna Bose,1947-05-20,Right Handed,Right Arm Off Break,2638
Ashok V Mankad,1946-12-10,Right Handed,Right Arm Medium,1076
John A Jameson,1941-06-30,Right Handed,Right Arm Leg Break,861
Surendra V Nayak,1954-10-20,Right Handed,Right Arm Leg Break/Right Arm Medium,1255
Robert W Taylor,1941-07-17,Right Handed,,1734
Leslie B Taylor,1953-10-25,Right Handed,Right Arm Fast Medium,1731
Devon E Malcolm,1963-02-22,Right Handed,Right Arm Fast,1066
Neil M K Smith,1967-07-27,Right Handed,Right Arm Off Break,2887
Peter J Martin,1968-11-15,Right Handed,Right Arm Fast Medium,2023
Vikram S Rathore,1969-03-26,Right Handed,,2052
Paras L Mhambrey,1972-06-20,Right Handed,Right Arm Medium Fast,2054
Sadagopan Ramesh,1975-10-13,Left Handed,,2166
Alex Jeremy Tudor,1977-10-23,Right Handed,Right Arm Fast Medium,2155
Alexander G Wharf,1975-04-06,Right Handed,Right Arm Medium Fast,3209
Manoj K Tiwary,1985-11-14,Right Handed,Right Arm Leg Break,3530
Harry F Gurney,1986-10-25,Right Handed,Left Arm Fast Medium,4307
Randhir Singh,1957-08-16,Right Handed,Right Arm Fast Medium,2837
Sandanand Viswanath,1962-11-29,Right Handed,,1823
Thirumalai A P Sekar,1956-03-28,Right Handed,Right Arm Fast Medium,1548
Vijay Yadav,1967-03-14,Right Handed,,1950
Dermot A Reeve,1963-02-04,Right Handed,Right Arm Medium Fast,1454
Ian D K Salisbury,1970-01-21,Right Handed,Right Arm Leg Break,1526
Salil A Ankola,1968-01-03,Right Handed,Right Arm Medium Fast,78
Richard J Blakey,1967-01-15,Right Handed,,192
Ajay Ratra,1981-12-13,Right Handed,,3009
Jeremy N Snape,1973-04-27,Right Handed,Right Arm Off Break,2988
James S Foster,1980-04-15,Right Handed,,2986
Kabir Ali,1980-11-24,Right Handed,Right Arm Medium Fast,3127
Yalaka Venugopal Rao,1982-02-26,Right Handed,Right Arm Off Break,3288
Vikram R Singh,1984-09-17,Right Handed,Right Arm Medium Fast,3354
Samit R Patel,1984-11-30,Right Handed,Left Arm Orthodox,3605
Jade W Dernbach,1986-03-04,Right Handed,Right Arm Medium Fast,3865
Scott G Borthwick,1990-04-19,Left Handed,Right Arm Leg Break,3882
Stuart C Meaker,1989-01-21,Right Handed,Right Arm Medium Fast,3917
Varun R Aaron,1989-10-29,Right Handed,,3916
Laxman Sivaramakrishnan,1965-12-31,Right Handed,Right Arm Leg Break,1612
John J Whitaker,1962-05-05,Right Handed,Right Arm Off Break,1892
Matthew V Fleming,1964-12-12,Right Handed,Right Arm Medium,2685
